participant_number,path,trial_type,exclude_bearing,exclude_distance_time,time_seconds,success,start_bearing_no_belt,start_bearing_with_belt,end_bearing_no_belt,end_bearing_with_belt,actual_start_bearing,actual_end_bearing,dist_err_points,dist_err_max,dist_err_mean,dist_err_sd,dist_err_percentoff,trial_across_both_experiments,experienced_with_building,led_out_experiment_2,gender,age,total_years_experience,career_experience,volunteer_experience,prior_in_cottage,q1,q2,q3,q4,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,actual_path_distance_total,actual_path_distance_to_door,failure_location_x,failure_location_y,failure_reason_1_is_wrong_turn_2_time_3_completed_incorrectly,ideal_recovery_distance_meters,run_path_to_end,trial,experiment,participant_type,first_experiment,path_distance_meters,know_where_percent,influence_decisions
17,E2P3,no_belt,,0,37,no,20,,170,,357,121,410,6.1,3.3,2.1,65,11,no,no,f,26,4,0,4,1,1,4,5,4,3,5,4,5,4,3,4,5,2,4,2,2,40.36174334,107.7581729,1120,-40,1,93.1266,,11,2,odd,1,12.82323392,0,no
17,E2P1,yes_belt,,0,345,yes,,315,165,135,294,118,3646,1.3,0.3,0.3,0,12,no,no,f,26,4,0,4,1,1,4,5,4,3,5,4,5,4,3,4,5,2,4,2,2,165.0304971,143.0154434,,,,,,12,2,odd,1,84.31959254,0,no
18,E2P2,yes_belt,,0,53,yes,,255,50,40,275,88,460,0.8,0.3,0.2,0,1,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,38.40017484,26.42643895,,,,,,1,2,even,2,20.01966756,0,no
18,E2P3,no_belt,,0,143,yes,335,,210,,357,195,1551,0.9,0.4,0.3,0,2,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,40.36174334,107.7581729,,,,,,2,2,even,2,48.37992789,0,no
18,E2P1,yes_belt,,0,305,yes,,285,120,130,294,118,2943,1.4,0.3,0.2,0,3,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,165.0304971,143.0154434,,,,,,3,2,even,2,85.26974026,5,yes
18,E2P3,yes_belt,,0,197,yes,,325,195,215,357,195,1882,0.9,0.3,0.2,0,4,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,40.36174334,107.7581729,,,,,,4,2,even,2,48.43014291,10,no
18,E2P1,no_belt,,0,85,no,260,,100,,294,116,873,5,1,1.5,22,5,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,165.0304971,143.0154434,1770,1160,1,111.6944,,5,2,even,2,29.81781354,0,no
18,E2P2,no_belt,,0,32,yes,265,,35,,275,88,95,0.8,0.4,0.2,0,6,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,38.40017484,26.42643895,,,,,,6,2,even,2,15.65559829,50,yes
18,E1P1,no_belt,,0,66,yes,320,,185,,345,179,606,1.2,0.3,0.2,0,7,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,,35.7053669,,,,,,7,1,even,2,20.33821894,0,no
18,E1P2,yes_belt,,0,88,yes,,135,275,305,156,324,885,1.4,0.4,0.3,0,8,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,,39.08095424,,,,,,8,1,even,2,21.58389592,0,no
18,E1P3,no_belt,,0,81,yes,270,,140,,301,118,805,10.6,3.2,3.9,42,9,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,,40.36174334,,,,,,9,1,even,2,31.5162534,0,no
18,E1P1,yes_belt,,0,79,yes,,305,200,200,345,179,738,1,0.2,0.2,0,10,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,,35.7053669,,,,,,10,1,even,2,21.43157302,5,yes
18,E1P2,no_belt,,0,71,yes,220,,270,,156,324,642,1.8,0.4,0.3,1,11,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,,39.08095424,,,,,,11,1,even,2,18.2761147,10,no
18,E1P3,yes_belt,,0,67,yes,,300,145,90,301,118,600,1.1,0.3,0.2,0,12,no,no,m,33,15,9,6,0,3,1,4,4,4,4,5,5,3,3,4,4,2,2,3,2,,40.36174334,,,,,,12,1,even,2,24.03468944,10,no
19,E1P1,no_belt,,0,192,yes,350,,190,,345,179,1899,7.7,3.4,2.5,68,1,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,,35.7053669,,,,,,1,1,even,1,56.95280657,0,no
19,E1P2,yes_belt,,0,132,yes,,185,350,290,156,324,1315,2,0.9,0.5,7,2,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,,39.08095424,,,,,,2,1,even,1,35.50213939,0,no
19,E1P3,no_belt,,0,76,yes,235,,80,,301,118,729,10.4,4.3,4.3,52,3,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,,40.36174334,,,,,,3,1,even,1,28.79877186,0,no
19,E1P1,yes_belt,,0,67,yes,,340,125,190,345,179,591,0.8,0.2,0.1,0,4,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,,35.7053669,,,,,,4,1,even,1,19.05989427,0,no
19,E1P2,no_belt,,0,133,yes,110,,345,,156,324,1330,3.7,1.2,1.1,34,5,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,,39.08095424,,,,,,5,1,even,1,37.03595659,0,no
19,E1P3,yes_belt,,0,64,yes,,320,60,115,301,118,612,0.8,0.2,0.2,0,6,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,,40.36174334,,,,,,6,1,even,1,23.2573383,1,yes
19,E2P2,yes_belt,,0,38,yes,,255,55,55,275,88,414,1.1,0.4,0.3,0,7,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,38.40017484,26.42643895,,,,,,7,2,even,1,16.35476123,1,no
19,E2P3,no_belt,,0,120,no,30,,190,,357,157,1197,5.9,1,1.3,27,8,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,40.36174334,107.7581729,1550,320,1,39.6112,,8,2,even,1,49.63271789,0,no
19,E2P1,yes_belt,,0,210,yes,,300,110,105,294,118,2073,1.5,0.3,0.3,0,9,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,165.0304971,143.0154434,,,,,,9,2,even,1,80.47425639,0,no
19,E2P2,no_belt,,0,25,yes,290,,55,,275,88,96,1,0.5,0.3,0,10,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,38.40017484,26.42643895,,,,,,10,2,even,1,14.27888093,0,no
19,E2P3,yes_belt,,0,139,yes,,300,220,220,357,195,1335,1.9,0.5,0.4,3,11,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,40.36174334,107.7581729,,,,,,11,2,even,1,51.44132048,1,no
19,E2P1,no_belt,,0,165,no,320,,110,,294,121,1662,5.7,0.6,1,7,12,no,no,m,46,30,10,20,0,5,1,5,5,5,5,5,5,5,5,2,4,1,5,2,2,165.0304971,143.0154434,,,3,,,12,2,even,1,70.07332001,1,yes
20,E1P1,yes_belt,,0,75,yes,,360,85,190,345,179,1041,1.6,0.4,0.5,12,1,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,,35.7053669,,,,,,1,1,odd,1,26.262608,0,no
20,E1P2,no_belt,,0,180,no,290,,170,,156,258,1885,15.3,7.4,5.4,81,2,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,,39.08095424,,,,,,2,1,odd,1,58.80651109,10,no
20,E1P3,yes_belt,,0,56,yes,,305,35,85,301,118,563,0.6,0.2,0.1,0,3,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,,40.36174334,,,,,,3,1,odd,1,23.2195643,25,unsure
20,E1P1,no_belt,,0,240,no,340,,160,,345,181,1968,7.9,2.5,2.6,51,4,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,,35.7053669,,,,,,4,1,odd,1,72.85745364,40,no
20,E1P2,yes_belt,,0,119,yes,,130,60,325,156,324,1310,1.9,0.9,0.4,3,5,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,,39.08095424,,,,,,5,1,odd,1,32.86786451,60,yes
20,E1P3,no_belt,,0,149,yes,195,,80,,301,118,1445,13.9,6.2,4.7,73,6,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,,40.36174334,,,,,,6,1,odd,1,58.82655822,50,yes
20,E2P2,no_belt,,0,53,yes,305,,50,,275,88,348,2.5,1.4,0.6,52,7,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,38.40017484,26.42643895,,,,,,7,2,odd,1,20.90263369,80,yes
20,E2P3,yes_belt,,0,119,yes,,305,145,175,357,195,1144,1.3,0.4,0.3,0,8,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,40.36174334,107.7581729,,,,,,8,2,odd,1,49.96096163,80,yes
20,E2P1,no_belt,,0,96,no,250,,125,,294,100,1018,6.6,1.4,1.7,31,9,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,165.0304971,143.0154434,1540,1310,1,105.5838,,9,2,odd,1,36.76231222,40,yes
20,E2P2,yes_belt,,0,35,yes,,275,70,85,275,88,107,0.9,0.4,0.2,0,10,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,38.40017484,26.42643895,,,,,,10,2,odd,1,15.6701048,90,yes
20,E2P3,no_belt,,0,75,no,70,,200,,357,204,761,8.2,1.9,2.4,32,11,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,40.36174334,107.7581729,1770,1110,1,88.574,,11,2,odd,1,25.57133845,0,no
20,E2P1,yes_belt,,0,264,yes,,280,315,70,294,118,2727,5.4,0.4,0.7,4,12,no,no,m,58,39,35,4,0,4,1,5,5,5,5,5,5,5,4,1,4,1,4,2,2,165.0304971,143.0154434,,,,,,12,2,odd,1,79.98999988,40,no
21,E2P2,yes_belt,,0,39,yes,,230,130,40,275,88,488,1.4,0.3,0.3,0,1,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,38.40017484,26.42643895,,,,,,1,2,even,2,20.56518329,0,no
21,E2P3,no_belt,,0,66,no,205,,70,,357,343,582,6.6,2.6,2.6,45,2,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,40.36174334,107.7581729,410,780,1,80.9068,,2,2,even,2,21.53327708,0,no
21,E2P1,yes_belt,,0,418,yes,,305,270,145,294,118,4202,3.3,0.7,0.7,16,3,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,165.0304971,143.0154434,,,,,,3,2,even,2,135.3764561,0,no
21,E2P2,no_belt,,0,32,yes,250,,115,,275,88,278,1.2,0.3,0.3,0,4,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,38.40017484,26.42643895,,,,,,4,2,even,2,14.89625935,0,no
21,E2P3,yes_belt,,0,124,no,,360,330,280,357,252,1283,5.1,1.6,1.7,34,5,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,40.36174334,107.7581729,870,900,1,70.3446,,5,2,even,2,48.44260315,0,no
21,E2P1,no_belt,,0,72,no,210,,190,,294,115,757,5,1.3,1.6,28,6,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,165.0304971,143.0154434,1790,970,1,110.7076,,6,2,even,2,30.7084738,0,no
21,E1P1,no_belt,,0,240,no,20,,80,,345,214,2234,7.9,3.2,2,74,7,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,,35.7053669,,,,,,7,1,even,2,80.9588688,0,no
21,E1P2,yes_belt,,0,86,yes,,205,125,345,156,324,853,1.2,0.3,0.2,0,8,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,,39.08095424,,,,,,8,1,even,2,25.94899978,0,no
21,E1P3,no_belt,,0,117,yes,330,,200,,301,118,1291,3.9,1.1,1,33,9,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,,40.36174334,,,,,,9,1,even,2,39.62083539,0,no
21,E1P1,yes_belt,,0,140,yes,,335,165,195,345,179,1071,2.5,0.9,0.7,20,10,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,,35.7053669,,,,,,10,1,even,2,40.38994552,0,no
21,E1P2,no_belt,,0,143,yes,115,,120,,156,324,466,1.1,0.3,0.3,0,11,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,,39.08095424,,,,,,11,1,even,2,41.46397876,25,no
21,E1P3,yes_belt,,0,100,yes,,290,125,115,301,118,533,1.6,0.2,0.2,1,12,no,no,m,34,22,10,12,0,5,2,4,5,5,5,5,5,5,5,3,5,2,4,1,1,,40.36174334,,,,,,12,1,even,2,26.65556768,25,unsure
23,E2P2,yes_belt,,0,96,yes,,285,40,70,275,88,1015,4.1,1,0.9,32,1,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,38.40017484,26.42643895,,,,,,1,2,even,2,34.76348883,0,no
23,E2P3,no_belt,,0,122,no,65,,280,,357,268,1292,6.9,1.3,1.9,19,2,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,40.36174334,107.7581729,880,2340,1,57.9398,,2,2,even,2,36.25911027,30,yes
23,E2P1,yes_belt,,0,317,yes,,255,325,105,294,118,3088,1.5,0.3,0.3,0,3,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,165.0304971,143.0154434,,,,,,3,2,even,2,84.74024009,0,no
23,E2P2,no_belt,,1,46,yes,260,,80,,275,88,0,0,0,0,0,4,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,38.40017484,26.42643895,,,,,,4,2,even,2,32.77179958,80,yes
23,E2P3,yes_belt,,0,153,yes,,345,230,195,357,195,1418,1.9,0.4,0.3,1,5,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,40.36174334,107.7581729,,,,,,5,2,even,2,47.79537565,20,no
23,E2P1,no_belt,,0,98,no,265,,135,,294,130,1052,3.7,1.4,1.1,42,6,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,165.0304971,143.0154434,1570,1970,1,127.1912,,6,2,even,2,29.28448889,10,yes
23,E1P1,no_belt,,0,240,no,355,,205,,345,173,2069,7.8,3.3,2.2,75,7,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,,35.7053669,,,,,,7,1,even,2,72.46309694,50,yes
23,E1P2,yes_belt,,0,180,no,,140,295,290,156,305,2740,10.2,4.2,2.8,82,8,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,,39.08095424,,,,,,8,1,even,2,57.38648399,50,yes
23,E1P3,no_belt,,0,133,yes,255,,160,,301,118,1242,2.9,0.8,0.8,21,9,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,,40.36174334,,,,,,9,1,even,2,36.94897289,50,yes
23,E1P1,yes_belt,,0,228,yes,,330,265,210,345,179,2287,8.3,2.3,2.3,47,10,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,,35.7053669,,,,,,10,1,even,2,74.99963775,20,yes
23,E1P2,no_belt,,0,180,yes,95,,305,,156,324,1997,3.7,0.9,1,22,11,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,,39.08095424,,,,,,11,1,even,2,50.9685511,50,yes
23,E1P3,yes_belt,,0,80,yes,,275,135,115,301,118,763,1.3,0.3,0.3,0,12,no,no,m,22,1.5,1,0.5,0,4,2,4,4,3,4,5,5,4,3,2,4,1,4,2,2,,40.36174334,,,,,,12,1,even,2,24.85751261,30,yes
24,E1P1,yes_belt,,0,52,yes,,360,180,175,345,179,467,1.1,0.3,0.2,0,1,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,,35.7053669,,,,,,1,1,odd,1,19.5929502,0,no
24,E1P2,no_belt,,0,180,no,185,,270,,156,278,531,10.4,5.4,3.4,79,2,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,,39.08095424,,,,,,2,1,odd,1,62.18063685,0,no
24,E1P3,yes_belt,,0,50,yes,,335,75,120,301,118,567,1,0.3,0.3,0,3,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,,40.36174334,,,,,,3,1,odd,1,22.86343452,0,no
24,E1P1,no_belt,,0,63,yes,10,,165,,345,179,609,1.8,0.5,0.4,4,4,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,,35.7053669,,,,,,4,1,odd,1,26.44738721,0,no
24,E1P2,yes_belt,,0,180,no,,205,20,255,156,323,1702,8.3,3.4,2.5,65,5,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,,39.08095424,,,,,,5,1,odd,1,63.09967296,0,no
24,E1P3,no_belt,,0,66,yes,275,,140,,301,118,638,10.9,4.7,4.3,59,6,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,,40.36174334,,,,,,6,1,odd,1,32.05997036,0,no
24,E2P2,no_belt,,0,25,yes,340,,35,,275,88,370,1.3,0.4,0.3,0,7,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,38.40017484,26.42643895,,,,,,7,2,odd,1,13.4814713,0,no
24,E2P3,yes_belt,,0,104,yes,,320,230,190,357,195,1031,1.1,0.3,0.3,0,8,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,40.36174334,107.7581729,,,,,,8,2,odd,1,51.63506623,0,no
24,E2P1,no_belt,,0,69,no,350,,35,,294,115,736,7.4,2.4,2.1,52,9,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,165.0304971,143.0154434,1700,730,1,116.8268,,9,2,odd,1,33.46597621,0,no
24,E2P2,yes_belt,,0,26,yes,,280,10,80,275,88,79,0.9,0.4,0.3,0,10,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,38.40017484,26.42643895,,,,,,10,2,odd,1,13.97151232,0,no
24,E2P3,no_belt,,0,46,no,20,,15,,357,330,495,7.8,2.7,2.8,50,11,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,40.36174334,107.7581729,270,890,1,80.3822,,11,2,odd,1,21.72829405,5,no
24,E2P1,yes_belt,,0,177,yes,,280,270,80,294,118,1723,1.2,0.3,0.2,0,12,no,no,m,37,12,5,7,0,5,1,5,5,5,5,5,5,5,5,3,4,1,5,2,2,165.0304971,143.0154434,,,,,,12,2,odd,1,79.84542497,5,no
